source_sheet,source_row,model_key,equipment_group_rpo,orderable_rpo,ref_rpo,description,row_kind,matched_primary_row_key,match_status,source_detail_raw
Equipment Groups 3,83,corvette,CBF,CBF,,"Rockers and splitter, body-color
1. Not available with exterior color (GBA) Black, (EFY) body-color exterior accents or (CFV/CFZ) ground effects.",derived_cross_check,,unmatched_primary_review,"Rockers and splitter, body-color
1. Not available with exterior color (GBA) Black, (EFY) body-color exterior accents or (CFV/CFZ) ground effects."
Equipment Groups 3,84,corvette,E60,E60,,"Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system",derived_cross_check,,unmatched_primary_review,"Front lift adjustable height with memory, includes (TR7) automatic headlamp leveling system"
Equipment Groups 3,85,corvette,CFZ,CFZ,,"Ground effects, carbon fiber, Carbon Flash-painted
1. Included with (T0F) Carbon Flash-painted Carbon Fiber Aero Package.",derived_cross_check,,unmatched_primary_review,"Ground effects, carbon fiber, Carbon Flash-painted
1. Included with (T0F) Carbon Flash-painted Carbon Fiber Aero Package."
Equipment Groups 3,86,corvette,CFV,CFV,,"Ground effects, visible carbon fiber
1. Included with (T0G) Visible Carbon Fiber Aero Package.",derived_cross_check,,unmatched_primary_review,"Ground effects, visible carbon fiber
1. Included with (T0G) Visible Carbon Fiber Aero Package."
Equipment Groups 3,87,corvette,CFL,CFL,,"NEW!  Ground effects, extended front splitter
1. Not available with (CFV/CFZ) ground effects.",derived_cross_check,,unmatched_primary_review,"NEW!  Ground effects, extended front splitter
1. Not available with (CFV/CFZ) ground effects."
Equipment Groups 3,88,corvette,VK3,VK3,,"License plate bracket, front
1. Will be forced on orders with ship-to states that require a front license plate.",derived_cross_check,,unmatched_primary_review,"License plate bracket, front
1. Will be forced on orders with ship-to states that require a front license plate."
Equipment Groups 3,89,corvette,PDA,PDA,,"LPO, Jake C8.R Graphics Package, includes (SNE) Jake hood graphic, LPO and (VPW) Jake C8.R rear hash graphic, LPO, Genuine Corvette Accessories
1. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",derived_cross_check,,unmatched_primary_review,"LPO, Jake C8.R Graphics Package, includes (SNE) Jake hood graphic, LPO and (VPW) Jake C8.R rear hash graphic, LPO, Genuine Corvette Accessories
1. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX)."
Equipment Groups 3,90,corvette,PCZ,PCZ,,"LPO, Tech Bronze Accent Package, includes (5DK) 20"" front/21"" rear Spider design, Tech Bronze forged aluminum wheels LPO, (SFZ) Dark Stealth crossed flags emblem LPO, (SHT) Jake hood graphic with Tech Bronze accent LPO and (VPO) Jake C8.R rear hash graphic with Tech Bronze accent LPO , Genuine Corvette Accessories
1. Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ, EYK, PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",derived_cross_check,,unmatched_primary_review,"LPO, Tech Bronze Accent Package, includes (5DK) 20"" front/21"" rear Spider design, Tech Bronze forged aluminum wheels LPO, (SFZ) Dark Stealth crossed flags emblem LPO, (SHT) Jake hood graphic with Tech Bronze accent LPO and (VPO) Jake C8.R rear hash graphic with Tech Bronze accent LPO , Genuine Corvette Accessories
1. Not available with R8C, SPZ, SFE, SPY, S47, ROY, ROZ, STZ, EYK, PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX)."
Equipment Groups 3,91,corvette,PCQ,PCQ,,"LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories",derived_cross_check,,unmatched_primary_review,"LPO, Grille Screen Protection Package, includes (VWE) front radiator grille screens LPO and (VWT) insect protection grille screen LPO, Genuine Corvette Accessories"
Equipment Groups 3,92,corvette,SG1,SG1,,"LPO, Z06 badges in Edge Red, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Z06 badges in Edge Red, Genuine Corvette Accessory"
Equipment Groups 3,93,corvette,RWH,RWH,,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Premium indoor car cover, Black with crossed flags logo, Genuine Corvette Accessory"
Equipment Groups 3,94,corvette,WKS,WKS,,"LPO, Premium indoor car cover, Galvanized Cool with Z06 logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Premium indoor car cover, Galvanized Cool with Z06 logo, Genuine Corvette Accessory"
Equipment Groups 3,95,corvette,WKR,WKR,,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory
1. When ordered with one of the following spoilers: 5V5, 5ZV, 5ZW, or (T0F/T0G) Carbon Fiber Aero Package, High Wing version is provided.",derived_cross_check,,unmatched_primary_review,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory
1. When ordered with one of the following spoilers: 5V5, 5ZV, 5ZW, or (T0F/T0G) Carbon Fiber Aero Package, High Wing version is provided."
Equipment Groups 3,96,corvette,RWJ,RWJ,,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Premium outdoor car cover, Gray with crossed flags logo and Corvette silhouette, Genuine Corvette Accessory"
Equipment Groups 3,97,corvette,RYQ,RYQ,,"LPO, Visible Carbon Fiber door intake trim, Genuine Corvette Accessory
1. Not available at this time. Not available with (EFY) body-color exterior accents.",derived_cross_check,,unmatched_primary_review,"LPO, Visible Carbon Fiber door intake trim, Genuine Corvette Accessory
1. Not available at this time. Not available with (EFY) body-color exterior accents."
Equipment Groups 3,98,corvette,SFZ,SFZ,,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory
1. Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW). Included with (PCZ) Tech Bronze Accent Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory
1. Not available with (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW). Included with (PCZ) Tech Bronze Accent Package, LPO."
Equipment Groups 3,99,corvette,R88,R88,,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory
1. Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW).",derived_cross_check,,unmatched_primary_review,"LPO, Illuminated crossed flags emblem, front, Genuine Corvette Accessory
1. Not available with (SFZ) Dark Stealth crossed flags emblems, LPO, (EYK) Chrome Exterior Badge Package or any Full Length Dual Racing Stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW)."
Equipment Groups 3,100,corvette,VTB,VTB,,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory"
Equipment Groups 3,101,corvette,VWE,VWE,,"LPO, Front radiator grille screens, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Front radiator grille screens, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO."
Equipment Groups 3,102,corvette,VWT,VWT,,"LPO, Insect protection grille screen, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Insect protection grille screen, Genuine Corvette Accessory
1. Included with (PCQ) Grille Screen Protection Package, LPO."
Equipment Groups 3,103,corvette,5JR,5JR,,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory"
Equipment Groups 3,104,corvette,SDA,SDA,,"LPO, Black recovery hook, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Black recovery hook, Genuine Corvette Accessory"
Equipment Groups 3,105,corvette,SBT,SBT,,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories
1. Not available with (CC3) transparent, removable roof panel.",derived_cross_check,,unmatched_primary_review,"LPO, Dual roof, adds transparent removable roof panel and includes (SC7) roof panel storage pouch, Genuine Corvette Accessories
1. Not available with (CC3) transparent, removable roof panel."
Equipment Groups 3,106,corvette,RIN,RIN,,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory
1. Not available with RIK, SL8.",derived_cross_check,,unmatched_primary_review,"LPO, Rear Corvette script badge in Arctic White, Genuine Corvette Accessory
1. Not available with RIK, SL8."
Equipment Groups 3,107,corvette,SL8,SL8,,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory
1. Not available with RIK, RIN.",derived_cross_check,,unmatched_primary_review,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory
1. Not available with RIK, RIN."
Equipment Groups 3,108,corvette,RIK,RIK,,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory
1. Not available with RIN, SL8.",derived_cross_check,,unmatched_primary_review,"LPO, Rear Corvette script badge in Torch Red, Genuine Corvette Accessory
1. Not available with RIN, SL8."
Equipment Groups 3,109,corvette,5V5,5V5,,"LPO, Spoiler, Visible Carbon Fiber, Genuine Corvette Accessory
1. Unavailable until further notice. Not available with T0F, T0G.",derived_cross_check,,unmatched_primary_review,"LPO, Spoiler, Visible Carbon Fiber, Genuine Corvette Accessory
1. Unavailable until further notice. Not available with T0F, T0G."
Equipment Groups 3,110,corvette,5ZV,5ZV,,"LPO, Three-Stanchion high wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Not available with T0F, T0G, 5V5.",derived_cross_check,,unmatched_primary_review,"LPO, Three-Stanchion high wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory
1. Not available with T0F, T0G, 5V5."
Equipment Groups 3,111,corvette,SIG,SIG,,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory
1. Requires (T0E) rear spoiler.",derived_cross_check,,unmatched_primary_review,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory
1. Requires (T0E) rear spoiler."
Equipment Groups 3,112,corvette,VPW,VPW,,"LPO, Jake C8.R rear hash graphic, Genuine Corvette Accessory
1. Included with (PDA) Jake C8.R Graphics Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Jake C8.R rear hash graphic, Genuine Corvette Accessory
1. Included with (PDA) Jake C8.R Graphics Package, LPO."
Equipment Groups 3,113,corvette,VPO,VPO,,"LPO, Jake C8.R rear hash graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with VPW or PDA. Included with (PCZ) Tech Bronze Accent Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Jake C8.R rear hash graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with VPW or PDA. Included with (PCZ) Tech Bronze Accent Package, LPO."
Equipment Groups 3,114,corvette,SNE,SNE,,"LPO, Jake hood graphic
1. Included with (PDA) Jake C8.R Graphics Package, LPO. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX).",derived_cross_check,,unmatched_primary_review,"LPO, Jake hood graphic
1. Included with (PDA) Jake C8.R Graphics Package, LPO. Not available with RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX)."
Equipment Groups 3,115,corvette,SHT,SHT,,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PCZ) Tech Bronze Accent Package, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory
1. Not available with PDA, SNE or RPO stripes (DPB, DPC, DPG, DPL, DPT, DSY, DSZ, DT0, DTB, DTH, DUB, DUE, DUK, DUW, DZU, DZV, DZX). Included with (PCZ) Tech Bronze Accent Package, LPO."
Equipment Groups 3,116,corvette,5ZD,5ZD,,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory"
Equipment Groups 3,117,corvette,5ZC,5ZC,,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory",derived_cross_check,,unmatched_primary_review,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory"
Equipment Groups 3,118,corvette,SPZ,SPZ,,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO.",derived_cross_check,,unmatched_primary_review,"LPO, Black wheel locks, Genuine Corvette Accessory
1. Requires (SPY) Black lug nuts, LPO."
